TransactionID,CustomerID,AccountID,AccountType,TransactionType,Product,Firm,Region,Manager,TransactionDate,TransactionAmount,AccountBalance,RiskScore,CreditRating,TenureMonths,Year,Month,MonthName,YearMonth,Quarter
102,CUST6319,ACC29396,Loan,Transfer,Credit Card,Firm A,North,Manager 3,2023-03-08,41451.17,30402.69,-0.290308553,802,91,2023,3,Mar,2023-03,1
96,CUST1555,ACC76699,Savings,Withdrawal,Home Loan,Firm D,Central,Manager 4,2024-06-21,51791.15,97472.41,0.407228656,520,78,2024,6,Jun,2024-06,2
109,CUST4346,ACC78581,Credit,Payment,Savings Account,Firm E,East,Manager 3,2023-05-12,64226.62,48217.01,0.426348883,841,191,2023,5,May,2023-05,2
52,CUST7028,ACC24508,Loan,Transfer,Personal Loan,Firm B,West,Manager 3,2023-12-21,42604.75,82289.01,0.67296136,505,169,2023,12,Dec,2023-12,4
80,CUST2942,ACC12182,Current,Deposit,Credit Card,Firm E,South,Manager 3,2023-12-25,58380.82,115585.45,0.275852056,526,145,2023,12,Dec,2023-12,4
159,CUST2612,ACC29356,Current,Deposit,Savings Account,Firm B,East,Manager 3,2024-04-06,81482.43,64401.77,0.377289044,423,166,2024,4,Apr,2024-04,2
107,CUST3187,ACC81631,Current,Withdrawal,Home Loan,Firm C,North,Manager 2,2023-11-07,81131.27,77437.37,0.769774095,484,117,2023,11,Nov,2023-11,4
168,CUST3725,ACC28295,Loan,Deposit,Personal Loan,Firm B,West,Manager 4,2024-06-16,91227.33,103874.0,0.642469513,371,125,2024,6,Jun,2024-06,2
187,CUST3041,ACC76597,Savings,Transfer,Mutual Fund,Firm B,East,Manager 3,2023-11-25,76568.28,35875.1,0.294269881,674,163,2023,11,Nov,2023-11,4
171,CUST9038,ACC81631,Credit,Payment,Credit Card,Firm A,West,Manager 2,2023-04-17,57302.37,95476.41,0.43059672,516,21,2023,4,Apr,2023-04,2
2,CUST2357,ACC70460,Current,Payment,Mutual Fund,Firm C,East,Manager 3,2023-09-24,12334.92,88540.35,0.166831128,336,78,2023,9,Sep,2023-09,3
33,CUST9129,ACC17688,Credit,Withdrawal,Personal Loan,Firm E,North,Manager 4,2023-11-29,59252.85,42919.43,0.678547243,779,188,2023,11,Nov,2023-11,4
171,CUST3006,ACC29646,Loan,Payment,Mutual Fund,Firm A,Central,Manager 1,2023-10-03,69974.27,94982.2,0.4638389,575,84,2023,10,Oct,2023-10,4
130,CUST2578,ACC45968,Savings,Transfer,Home Loan,Firm B,South,Manager 4,2024-05-04,46842.07,98883.82,0.738676783,417,175,2024,5,May,2024-05,2
46,CUST6565,ACC99549,Credit,Withdrawal,Home Loan,Firm A,East,Manager 1,2023-01-30,61929.93,40444.14,0.728146932,839,106,2023,1,Jan,2023-01,1
149,CUST9420,ACC83848,Savings,Payment,Credit Card,Firm B,North,Manager 2,2023-11-08,54362.92,40522.68,0.687565656,461,176,2023,11,Nov,2023-11,4
28,CUST3778,ACC57700,Credit,Payment,Personal Loan,Firm D,West,Manager 1,2023-11-08,58467.96,107471.58,0.437429588,528,27,2023,11,Nov,2023-11,4
27,CUST5174,ACC52650,Credit,Transfer,Credit Card,Firm B,West,Manager 1,2024-04-21,43429.74,60676.22,0.422634695,660,12,2024,4,Apr,2024-04,2
21,CUST3725,ACC47099,Credit,Withdrawal,Savings Account,Firm D,East,Manager 4,2024-06-11,63455.09,136812.99,0.695498682,491,150,2024,6,Jun,2024-06,2
38,CUST7098,ACC95774,Loan,Transfer,Home Loan,Firm C,Central,Manager 4,2023-08-18,66037.71,70986.34,0.636869773,555,205,2023,8,Aug,2023-08,3
158,CUST4595,ACC25811,Loan,Deposit,Home Loan,Firm D,South,Manager 2,2023-09-08,51341.74,67122.26,0.309177792,398,82,2023,9,Sep,2023-09,3
102,CUST8390,ACC83581,Credit,Withdrawal,Credit Card,Firm D,Central,Manager 1,2023-09-30,31710.99,97206.41,0.478469341,748,59,2023,9,Sep,2023-09,3
175,CUST3041,ACC61827,Credit,Deposit,Savings Account,Firm A,South,Manager 1,2023-02-05,106884.21,20347.05,0.218706832,842,216,2023,2,Feb,2023-02,1
22,CUST1962,ACC55729,Current,Transfer,Savings Account,Firm E,East,Manager 3,2023-11-20,23504.35,46054.34,0.864171009,548,209,2023,11,Nov,2023-11,4
96,CUST4461,ACC49774,Credit,Transfer,Mutual Fund,Firm A,Central,Manager 3,2023-12-30,89900.13,62634.95,0.50671625,738,61,2023,12,Dec,2023-12,4
154,CUST8279,ACC28154,Savings,Payment,Credit Card,Firm D,North,Manager 4,2024-01-29,67402.34,57036.94,0.27363706,639,232,2024,1,Jan,2024-01,1
37,CUST5545,ACC52650,Savings,Payment,Credit Card,Firm B,North,Manager 2,2023-02-23,34229.33,73520.22,0.27801572,845,68,2023,2,Feb,2023-02,1
88,CUST5705,ACC71426,Current,Deposit,Credit Card,Firm B,North,Manager 4,2023-05-24,53019.9,162291.35,0.336505732,490,133,2023,5,May,2023-05,2
23,CUST8318,ACC15925,Credit,Transfer,Home Loan,Firm E,North,Manager 1,2023-10-18,47150.65,54692.04,0.514318907,660,30,2023,10,Oct,2023-10,4
101,CUST3187,ACC92558,Current,Transfer,Credit Card,Firm E,East,Manager 4,2023-02-21,60363.93,66101.9,0.291337193,358,121,2023,2,Feb,2023-02,1
101,CUST4346,ACC65545,Current,Payment,Mutual Fund,Firm D,North,Manager 2,2023-09-10,68809.85,171767.66,0.480199675,745,229,2023,9,Sep,2023-09,3
71,CUST7255,ACC28154,Credit,Withdrawal,Mutual Fund,Firm B,West,Manager 3,2023-08-06,4306.38,79157.61,1.159123282,744,126,2023,8,Aug,2023-08,3
141,CUST5253,ACC77592,Savings,Transfer,Mutual Fund,Firm D,East,Manager 1,2023-11-21,81950.06,78136.73,0.799154812,430,218,2023,11,Nov,2023-11,4
197,CUST8390,ACC97411,Loan,Withdrawal,Savings Account,Firm B,South,Manager 1,2023-10-16,203.98,130438.15,0.476642788,700,235,2023,10,Oct,2023-10,4
186,CUST5320,ACC18177,Credit,Deposit,Savings Account,Firm E,West,Manager 3,2023-05-05,59079.55,94244.95,0.286473979,747,135,2023,5,May,2023-05,2
51,CUST8266,ACC43309,Credit,Withdrawal,Credit Card,Firm E,East,Manager 1,2023-11-19,82203.33,72982.18,0.649886274,666,232,2023,11,Nov,2023-11,4
197,CUST4461,ACC32212,Loan,Withdrawal,Home Loan,Firm A,East,Manager 1,2023-02-14,32915.8,105790.35,0.470631144,840,30,2023,2,Feb,2023-02,1
2,CUST2349,ACC46953,Savings,Transfer,Savings Account,Firm B,North,Manager 1,2023-02-14,94136.72,98280.55,0.294793098,501,7,2023,2,Feb,2023-02,1
104,CUST1223,ACC82926,Savings,Payment,Home Loan,Firm B,West,Manager 4,2023-02-14,62263.07,90463.86,0.541530883,320,116,2023,2,Feb,2023-02,1
153,CUST3762,ACC92360,Current,Withdrawal,Credit Card,Firm A,South,Manager 3,2023-08-06,68788.66,45495.97,0.285780848,695,28,2023,8,Aug,2023-08,3
94,CUST5121,ACC24981,Loan,Withdrawal,Mutual Fund,Firm E,West,Manager 3,2024-04-15,55683.02,97307.9,0.388278387,488,164,2024,4,Apr,2024-04,2
145,CUST8028,ACC43771,Loan,Payment,Credit Card,Firm E,North,Manager 1,2023-09-10,22169.43,69297.61,0.314443743,760,124,2023,9,Sep,2023-09,3
72,CUST4669,ACC60432,Loan,Transfer,Savings Account,Firm E,North,Manager 1,2023-08-23,6673.99,79937.1,0.625979313,632,230,2023,8,Aug,2023-08,3
78,CUST4126,ACC82381,Savings,Transfer,Credit Card,Firm C,East,Manager 4,2023-11-21,35467.52,72111.88,0.335840189,430,191,2023,11,Nov,2023-11,4
163,CUST5916,ACC76549,Savings,Transfer,Credit Card,Firm D,East,Manager 1,2023-05-24,67028.21,52045.85,0.026984281,563,14,2023,5,May,2023-05,2
29,CUST4438,ACC29356,Credit,Deposit,Credit Card,Firm C,Central,Manager 3,2024-06-08,64537.44,72904.52,0.36110828,452,233,2024,6,Jun,2024-06,2
156,CUST1569,ACC81631,Credit,Withdrawal,Personal Loan,Firm D,South,Manager 4,2023-01-06,36220.19,78259.16,0.057620009,636,42,2023,1,Jan,2023-01,1
87,CUST3725,ACC95774,Savings,Transfer,Credit Card,Firm A,Central,Manager 2,2023-07-06,55657.34,75885.2,0.669987409,825,208,2023,7,Jul,2023-07,3
161,CUST9038,ACC28154,Loan,Transfer,Home Loan,Firm C,South,Manager 4,2023-08-23,74887.65,49832.09,0.578266131,351,18,2023,8,Aug,2023-08,3
70,CUST5105,ACC57700,Loan,Transfer,Savings Account,Firm A,West,Manager 4,2023-03-26,78667.77,70474.83,0.741461454,563,221,2023,3,Mar,2023-03,1
170,CUST4684,ACC96277,Savings,Transfer,Credit Card,Firm C,Central,Manager 3,2024-03-14,64023.73,49672.89,0.573417235,610,220,2024,3,Mar,2024-03,1
109,CUST9216,ACC71426,Credit,Withdrawal,Home Loan,Firm D,East,Manager 4,2023-01-13,56945.75,48498.06,0.515245388,571,73,2023,1,Jan,2023-01,1
169,CUST9731,ACC83848,Loan,Deposit,Savings Account,Firm B,East,Manager 4,2023-12-09,33207.39,120108.81,0.368965937,525,149,2023,12,Dec,2023-12,4
68,CUST7994,ACC12334,Savings,Transfer,Personal Loan,Firm B,Central,Manager 4,2024-03-05,22313.76,61218.0,0.690612306,433,96,2024,3,Mar,2024-03,1
5,CUST6028,ACC72197,Credit,Transfer,Credit Card,Firm B,West,Manager 4,2023-12-25,14360.87,93712.59,0.440277695,801,110,2023,12,Dec,2023-12,4
189,CUST1042,ACC83848,Loan,Payment,Personal Loan,Firm B,West,Manager 1,2024-02-09,137999.19,33255.86,0.459323906,753,73,2024,2,Feb,2024-02,1
168,CUST8288,ACC45907,Current,Deposit,Credit Card,Firm E,West,Manager 4,2023-04-30,-7170.16,66675.15,0.671824187,686,233,2023,4,Apr,2023-04,2
186,CUST2067,ACC92360,Credit,Withdrawal,Credit Card,Firm E,Central,Manager 4,2023-05-12,67483.62,18368.59,0.514134148,810,225,2023,5,May,2023-05,2
171,CUST1498,ACC57700,Savings,Deposit,Home Loan,Firm C,South,Manager 3,2023-05-21,73481.53,22188.81,0.44748412,431,147,2023,5,May,2023-05,2
13,CUST1887,ACC83848,Credit,Transfer,Credit Card,Firm B,West,Manager 2,2023-05-21,53306.24,38991.61,0.445353448,723,219,2023,5,May,2023-05,2
15,CUST5609,ACC45101,Savings,Withdrawal,Home Loan,Firm C,North,Manager 3,2023-02-10,50691.32,57670.87,0.461437516,572,87,2023,2,Feb,2023-02,1
34,CUST9439,ACC34431,Current,Deposit,Mutual Fund,Firm B,East,Manager 1,2023-07-05,61950.36,91907.31,0.405224182,361,98,2023,7,Jul,2023-07,3
175,CUST1644,ACC46655,Loan,Transfer,Savings Account,Firm D,West,Manager 4,2023-05-15,69092.48,90262.36,0.806892989,773,199,2023,5,May,2023-05,2
28,CUST1913,ACC26026,Credit,Payment,Home Loan,Firm A,West,Manager 1,2024-04-16,56614.95,75378.9,0.429725549,679,215,2024,4,Apr,2024-04,2
160,CUST4402,ACC62446,Loan,Payment,Savings Account,Firm E,Central,Manager 3,2023-09-24,36906.7,43126.29,0.864282411,349,22,2023,9,Sep,2023-09,3
167,CUST9038,ACC51009,Credit,Payment,Mutual Fund,Firm C,East,Manager 4,2023-10-06,68510.82,63785.48,0.614457494,547,103,2023,10,Oct,2023-10,4
135,CUST8390,ACC29646,Savings,Withdrawal,Mutual Fund,Firm D,West,Manager 3,2024-01-12,50779.15,113575.36,0.640249451,485,19,2024,1,Jan,2024-01,1
97,CUST4769,ACC45101,Savings,Payment,Home Loan,Firm D,Central,Manager 2,2024-02-09,91817.49,-505.92,0.387426646,399,203,2024,2,Feb,2024-02,1
123,CUST6350,ACC39482,Credit,Transfer,Mutual Fund,Firm A,Central,Manager 1,2024-06-22,30432.43,74122.68,0.505243336,354,15,2024,6,Jun,2024-06,2
9,CUST1609,ACC91723,Credit,Payment,Home Loan,Firm C,South,Manager 2,2023-10-31,42517.08,69554.36,0.657312152,757,144,2023,10,Oct,2023-10,4
125,CUST2915,ACC40939,Savings,Withdrawal,Mutual Fund,Firm C,East,Manager 4,2023-01-06,58973.35,73044.21,0.631201243,733,114,2023,1,Jan,2023-01,1
20,CUST3069,ACC49395,Savings,Withdrawal,Personal Loan,Firm C,Central,Manager 3,2023-02-05,44414.31,47262.37,0.38136322,513,71,2023,2,Feb,2023-02,1
27,CUST3109,ACC32627,Loan,Transfer,Personal Loan,Firm B,Central,Manager 3,2023-01-28,29393.5,119031.32,0.697958366,480,71,2023,1,Jan,2023-01,1
157,CUST3306,ACC26940,Credit,Withdrawal,Mutual Fund,Firm C,East,Manager 1,2023-02-05,32091.09,92076.12,0.378691308,803,68,2023,2,Feb,2023-02,1
63,CUST5920,ACC97225,Savings,Withdrawal,Savings Account,Firm C,East,Manager 4,2023-02-23,15266.67,96616.14,0.415743057,764,15,2023,2,Feb,2023-02,1
172,CUST4884,ACC70741,Loan,Deposit,Savings Account,Firm D,East,Manager 1,2023-08-22,16195.7,97130.14,0.250509433,384,152,2023,8,Aug,2023-08,3
105,CUST2871,ACC99409,Current,Transfer,Mutual Fund,Firm C,West,Manager 2,2024-05-02,93504.5,88730.2,0.30062611,408,212,2024,5,May,2024-05,2
24,CUST1768,ACC64785,Loan,Payment,Home Loan,Firm E,East,Manager 4,2023-11-06,50957.22,58504.62,0.28187686,799,33,2023,11,Nov,2023-11,4
172,CUST2716,ACC83005,Credit,Withdrawal,Personal Loan,Firm B,West,Manager 4,2023-04-26,-11328.78,30825.27,0.536863542,632,170,2023,4,Apr,2023-04,2
137,CUST5664,ACC19178,Current,Withdrawal,Home Loan,Firm B,North,Manager 3,2024-06-13,72093.42,120379.3,0.435264297,801,133,2024,6,Jun,2024-06,2
95,CUST5545,ACC30787,Loan,Deposit,Personal Loan,Firm D,South,Manager 2,2023-02-21,74497.85,-3069.41,0.494265806,493,117,2023,2,Feb,2023-02,1
79,CUST1888,ACC45101,Loan,Withdrawal,Savings Account,Firm C,Central,Manager 2,2023-08-17,72553.13,94890.83,0.291329193,838,238,2023,8,Aug,2023-08,3
46,CUST8461,ACC22799,Current,Withdrawal,Credit Card,Firm A,Central,Manager 2,2023-08-18,-5618.65,74742.74,0.697846015,457,23,2023,8,Aug,2023-08,3
159,CUST1547,ACC88449,Credit,Deposit,Home Loan,Firm E,Central,Manager 4,2024-01-01,74158.5,92791.3,0.508972357,509,190,2024,1,Jan,2024-01,1
29,CUST4373,ACC70741,Credit,Transfer,Personal Loan,Firm B,Central,Manager 4,2023-01-08,21515.4,91544.45,0.514788564,561,6,2023,1,Jan,2023-01,1
140,CUST2626,ACC55331,Savings,Payment,Home Loan,Firm C,West,Manager 2,2023-06-20,10871.56,45175.79,0.861278571,514,113,2023,6,Jun,2023-06,2
61,CUST5610,ACC92558,Savings,Payment,Savings Account,Firm E,North,Manager 2,2024-03-02,67276.74,43941.24,0.659987056,707,20,2024,3,Mar,2024-03,1
100,CUST7459,ACC64785,Credit,Payment,Home Loan,Firm E,South,Manager 1,2023-11-29,37135.38,76565.38,0.463100974,495,210,2023,11,Nov,2023-11,4
31,CUST5121,ACC18140,Current,Transfer,Personal Loan,Firm A,Central,Manager 2,2023-01-28,59398.74,86505.29,0.356948867,717,221,2023,1,Jan,2023-01,1
82,CUST2842,ACC26940,Loan,Withdrawal,Personal Loan,Firm C,South,Manager 3,2023-10-20,54019.83,37477.98,0.278591595,327,159,2023,10,Oct,2023-10,4
90,CUST4595,ACC11837,Credit,Payment,Home Loan,Firm D,West,Manager 2,2023-08-16,107222.95,85288.12,0.395592343,705,195,2023,8,Aug,2023-08,3
175,CUST1738,ACC83005,Current,Withdrawal,Personal Loan,Firm E,South,Manager 2,2023-07-30,55447.24,118273.74,0.496641525,619,32,2023,7,Jul,2023-07,3
70,CUST1913,ACC28305,Savings,Deposit,Credit Card,Firm A,Central,Manager 4,2023-05-08,63745.88,108422.12,0.560647665,519,187,2023,5,May,2023-05,2
56,CUST8318,ACC40939,Credit,Withdrawal,Credit Card,Firm C,Central,Manager 4,2023-09-08,27681.86,75356.64,0.665587833,312,82,2023,9,Sep,2023-09,3
113,CUST1569,ACC29007,Credit,Transfer,Savings Account,Firm B,West,Manager 1,2023-09-11,84154.86,83122.02,0.814241065,774,77,2023,9,Sep,2023-09,3
138,CUST5610,ACC29231,Savings,Transfer,Personal Loan,Firm D,East,Manager 4,2023-04-19,48371.25,134563.58,0.432321046,594,104,2023,4,Apr,2023-04,2
97,CUST5253,ACC43771,Savings,Payment,Mutual Fund,Firm B,West,Manager 3,2023-10-03,56118.62,81916.84,0.567908206,324,209,2023,10,Oct,2023-10,4
28,CUST3778,ACC90887,Savings,Payment,Savings Account,Firm B,North,Manager 4,2024-01-29,71686.65,76366.5,0.138249319,444,23,2024,1,Jan,2024-01,1
191,CUST4684,ACC45968,Credit,Withdrawal,Mutual Fund,Firm E,South,Manager 4,2023-08-04,46235.87,64120.87,0.384080574,661,139,2023,8,Aug,2023-08,3
186,CUST7651,ACC43771,Current,Withdrawal,Savings Account,Firm D,North,Manager 1,2023-10-19,29273.27,63273.95,0.848738854,434,185,2023,10,Oct,2023-10,4
154,CUST3778,ACC16241,Savings,Transfer,Savings Account,Firm E,West,Manager 2,2024-02-05,31162.73,73954.45,0.224397754,575,233,2024,2,Feb,2024-02,1
186,CUST2612,ACC36079,Savings,Payment,Credit Card,Firm D,West,Manager 1,2023-05-04,77060.66,108940.82,0.275403526,329,6,2023,5,May,2023-05,2
69,CUST5916,ACC67713,Current,Payment,Mutual Fund,Firm D,North,Manager 1,2024-06-07,76631.69,147328.81,0.288516534,567,137,2024,6,Jun,2024-06,2
49,CUST5428,ACC95774,Credit,Withdrawal,Personal Loan,Firm D,North,Manager 4,2023-06-20,53256.11,128338.97,0.490101794,640,140,2023,6,Jun,2023-06,2
35,CUST1555,ACC42467,Credit,Withdrawal,Credit Card,Firm B,North,Manager 4,2023-03-16,82879.41,92590.75,0.552293846,841,22,2023,3,Mar,2023-03,1
41,CUST3602,ACC49364,Current,Transfer,Savings Account,Firm A,North,Manager 1,2023-09-08,99772.97,42347.43,0.688487114,738,101,2023,9,Sep,2023-09,3
157,CUST5320,ACC67701,Credit,Deposit,Personal Loan,Firm E,East,Manager 4,2023-09-11,31512.11,75574.57,0.443893727,638,222,2023,9,Sep,2023-09,3
94,CUST3059,ACC82381,Savings,Payment,Home Loan,Firm E,East,Manager 2,2024-03-12,96257.58,115921.26,0.485559669,761,181,2024,3,Mar,2024-03,1
149,CUST3810,ACC53865,Current,Payment,Savings Account,Firm A,East,Manager 1,2023-04-17,24643.92,17179.43,0.058548966,433,131,2023,4,Apr,2023-04,2
134,CUST5894,ACC54589,Current,Deposit,Personal Loan,Firm C,Central,Manager 3,2024-04-01,32420.3,30098.32,0.420377627,834,186,2024,4,Apr,2024-04,2
129,CUST3153,ACC64022,Loan,Withdrawal,Credit Card,Firm D,Central,Manager 4,2024-01-29,62066.9,-11356.98,0.400638496,814,110,2024,1,Jan,2024-01,1
54,CUST7098,ACC26973,Credit,Transfer,Home Loan,Firm A,Central,Manager 2,2023-05-11,50854.18,71024.37,0.298714721,525,16,2023,5,May,2023-05,2
128,CUST7793,ACC77533,Credit,Deposit,Mutual Fund,Firm D,East,Manager 1,2023-10-16,69282.61,144593.28,0.740086758,712,184,2023,10,Oct,2023-10,4
64,CUST4684,ACC71938,Savings,Withdrawal,Credit Card,Firm A,South,Manager 4,2024-06-08,102333.51,23713.16,0.079400082,422,24,2024,6,Jun,2024-06,2
176,CUST7933,ACC21429,Current,Transfer,Savings Account,Firm A,East,Manager 3,2024-03-22,33947.54,81490.84,0.45121829,633,42,2024,3,Mar,2024-03,1
148,CUST7345,ACC88252,Credit,Deposit,Home Loan,Firm B,West,Manager 2,2024-03-02,73301.42,164049.71,0.54634034,631,7,2024,3,Mar,2024-03,1
99,CUST4438,ACC26026,Credit,Payment,Personal Loan,Firm C,West,Manager 2,2023-09-19,43054.74,86569.69,0.490699079,375,206,2023,9,Sep,2023-09,3
36,CUST8091,ACC24070,Current,Withdrawal,Personal Loan,Firm E,Central,Manager 3,2023-01-09,38476.45,97366.06,0.85070016,782,101,2023,1,Jan,2023-01,1
50,CUST7173,ACC23985,Current,Payment,Savings Account,Firm B,Central,Manager 3,2023-07-26,36112.77,65635.46,0.525965289,602,69,2023,7,Jul,2023-07,3
8,CUST5105,ACC24880,Loan,Payment,Credit Card,Firm D,Central,Manager 2,2023-04-17,53982.38,101723.23,0.158011117,826,209,2023,4,Apr,2023-04,2
96,CUST1467,ACC22036,Savings,Transfer,Personal Loan,Firm D,West,Manager 1,2023-09-13,5228.74,-4547.37,0.825493666,752,123,2023,9,Sep,2023-09,3
152,CUST1223,ACC94242,Loan,Transfer,Mutual Fund,Firm E,North,Manager 3,2023-12-25,19294.26,104138.43,0.220430888,340,210,2023,12,Dec,2023-12,4
15,CUST4769,ACC28295,Current,Withdrawal,Home Loan,Firm B,East,Manager 4,2023-08-18,62636.52,163654.25,-0.164678921,659,111,2023,8,Aug,2023-08,3
48,CUST5574,ACC48303,Savings,Withdrawal,Savings Account,Firm A,South,Manager 2,2023-09-06,49947.25,61417.19,0.123546936,390,87,2023,9,Sep,2023-09,3
134,CUST7002,ACC51009,Current,Deposit,Credit Card,Firm E,North,Manager 3,2024-03-21,104670.81,77784.63,1.125074996,404,77,2024,3,Mar,2024-03,1
121,CUST1547,ACC38559,Current,Withdrawal,Credit Card,Firm B,East,Manager 1,2023-06-18,33439.29,115693.83,0.743929419,590,199,2023,6,Jun,2023-06,2
169,CUST2805,ACC26956,Credit,Transfer,Credit Card,Firm E,North,Manager 4,2023-07-25,84373.76,62056.3,0.568262429,570,211,2023,7,Jul,2023-07,3
105,CUST2349,ACC92558,Savings,Payment,Personal Loan,Firm E,North,Manager 1,2023-12-17,48766.59,47453.28,0.26856424,598,148,2023,12,Dec,2023-12,4
181,CUST7887,ACC77638,Loan,Transfer,Credit Card,Firm E,South,Manager 2,2024-05-28,75452.83,50247.08,0.339307095,523,128,2024,5,May,2024-05,2
7,CUST5320,ACC91220,Current,Payment,Mutual Fund,Firm C,North,Manager 1,2024-02-21,61378.4,128837.2,0.545555318,636,174,2024,2,Feb,2024-02,1
100,CUST2944,ACC67701,Credit,Transfer,Savings Account,Firm E,East,Manager 1,2023-12-10,41369.54,81092.33,0.015198152,461,145,2023,12,Dec,2023-12,4
172,CUST1189,ACC29646,Savings,Deposit,Personal Loan,Firm A,West,Manager 2,2023-05-12,43587.16,23430.49,0.67941209,652,84,2023,5,May,2023-05,2
111,CUST7651,ACC11062,Savings,Transfer,Home Loan,Firm A,North,Manager 4,2023-09-08,31533.03,81611.69,0.22665555,640,71,2023,9,Sep,2023-09,3
101,CUST2443,ACC28154,Current,Deposit,Personal Loan,Firm B,North,Manager 3,2024-03-14,48825.37,91718.22,0.310094681,678,195,2024,3,Mar,2024-03,1
174,CUST2457,ACC77592,Credit,Withdrawal,Home Loan,Firm A,West,Manager 1,2024-02-08,60960.81,87063.23,0.024556951,463,142,2024,2,Feb,2024-02,1
51,CUST4360,ACC61926,Loan,Withdrawal,Personal Loan,Firm D,West,Manager 4,2024-03-23,40944.96,121543.43,0.396933356,514,112,2024,3,Mar,2024-03,1
3,CUST9169,ACC53466,Current,Payment,Credit Card,Firm D,Central,Manager 3,2023-03-08,62894.89,70174.34,0.69965655,386,91,2023,3,Mar,2023-03,1
146,CUST8028,ACC76597,Current,Transfer,Home Loan,Firm C,North,Manager 3,2023-09-08,20451.58,88290.28,0.501347778,554,194,2023,9,Sep,2023-09,3
197,CUST7345,ACC21264,Loan,Withdrawal,Home Loan,Firm C,Central,Manager 2,2024-04-20,121732.21,83129.3,0.446017539,717,36,2024,4,Apr,2024-04,2
186,CUST5705,ACC66190,Current,Transfer,Credit Card,Firm B,West,Manager 3,2023-05-08,76814.02,59021.08,0.434691163,641,174,2023,5,May,2023-05,2
190,CUST4003,ACC33287,Current,Withdrawal,Credit Card,Firm D,North,Manager 3,2023-06-18,-6489.54,60434.53,0.445531325,548,112,2023,6,Jun,2023-06,2
119,CUST7173,ACC91220,Savings,Deposit,Mutual Fund,Firm C,East,Manager 4,2024-06-16,28620.97,89733.99,0.327510979,414,238,2024,6,Jun,2024-06,2
126,CUST7793,ACC78581,Loan,Transfer,Personal Loan,Firm B,West,Manager 3,2023-05-08,25435.22,24071.4,0.387097561,667,36,2023,5,May,2023-05,2
98,CUST3006,ACC50439,Savings,Payment,Mutual Fund,Firm B,West,Manager 3,2024-05-02,51066.73,39326.69,0.250858478,436,136,2024,5,May,2024-05,2
3,CUST5574,ACC46655,Credit,Payment,Mutual Fund,Firm E,East,Manager 4,2024-03-21,57588.32,67866.85,0.468663856,357,113,2024,3,Mar,2024-03,1
27,CUST3059,ACC62809,Savings,Transfer,Home Loan,Firm B,South,Manager 3,2024-01-04,72762.31,100078.11,0.822048997,543,103,2024,1,Jan,2024-01,1
135,CUST1555,ACC34431,Loan,Withdrawal,Home Loan,Firm A,Central,Manager 3,2023-01-10,32880.13,6933.69,0.251595569,572,52,2023,1,Jan,2023-01,1
76,CUST3153,ACC51593,Credit,Payment,Mutual Fund,Firm D,West,Manager 1,2024-03-19,67867.8,72171.48,0.592865251,422,97,2024,3,Mar,2024-03,1
71,CUST5500,ACC88449,Loan,Deposit,Personal Loan,Firm B,West,Manager 1,2024-02-08,50101.18,78583.68,0.315738538,419,216,2024,2,Feb,2024-02,1
192,CUST1840,ACC73104,Current,Withdrawal,Home Loan,Firm B,Central,Manager 3,2023-06-20,22284.07,76121.89,0.641605157,635,195,2023,6,Jun,2023-06,2
92,CUST7887,ACC11188,Savings,Payment,Credit Card,Firm D,West,Manager 1,2023-10-18,40384.58,80862.87,0.497218309,615,229,2023,10,Oct,2023-10,4
148,CUST2942,ACC24880,Savings,Transfer,Home Loan,Firm E,Central,Manager 1,2024-05-02,-8325.82,43537.4,0.641523915,796,139,2024,5,May,2024-05,2
63,CUST7388,ACC28154,Credit,Deposit,Home Loan,Firm D,East,Manager 3,2023-04-23,51639.31,68481.29,0.366423659,829,228,2023,4,Apr,2023-04,2
168,CUST6082,ACC19156,Savings,Deposit,Savings Account,Firm C,West,Manager 3,2023-05-24,2754.05,93861.62,0.474043027,539,178,2023,5,May,2023-05,2
80,CUST6028,ACC18057,Loan,Deposit,Savings Account,Firm D,East,Manager 4,2023-10-21,102991.47,121516.0,0.846995558,531,39,2023,10,Oct,2023-10,4
34,CUST7887,ACC88449,Loan,Deposit,Personal Loan,Firm C,North,Manager 3,2023-11-25,60027.24,39817.99,0.249475119,830,180,2023,11,Nov,2023-11,4
192,CUST5609,ACC69323,Credit,Payment,Personal Loan,Firm C,North,Manager 3,2023-11-17,27645.83,87111.82,-0.015716176,767,55,2023,11,Nov,2023-11,4
124,CUST2578,ACC29356,Current,Deposit,Credit Card,Firm E,Central,Manager 4,2023-02-05,50294.35,63787.98,0.700367043,318,233,2023,2,Feb,2023-02,1
110,CUST6937,ACC26956,Savings,Transfer,Home Loan,Firm E,North,Manager 2,2024-01-01,40406.36,114334.05,0.817969602,593,117,2024,1,Jan,2024-01,1
20,CUST7793,ACC88449,Current,Transfer,Credit Card,Firm D,North,Manager 4,2023-06-19,-27916.91,74606.27,0.507782905,379,222,2023,6,Jun,2023-06,2
81,CUST1497,ACC53466,Current,Payment,Personal Loan,Firm C,North,Manager 4,2023-05-15,24139.09,121054.46,0.98265654,476,198,2023,5,May,2023-05,2
155,CUST8765,ACC78178,Credit,Withdrawal,Savings Account,Firm C,North,Manager 1,2024-06-13,52503.65,66444.3,0.44621362,685,217,2024,6,Jun,2024-06,2
